code,caption_text
DC4dPgjRbpQ,"Thousands of Lebanese civilians are returning to their destroyed homes, hours after a ceasefire between Israel and Hezbollah came into effect
 
""My family spent their lifetime building this. We lived here for 25 years and now it is all gone,"" a resident of southern Beirut tells the BBC”.
 
The ceasefire in Lebanon will not directly affect Israel's war in Gaza - Hamas officials have reacted positively to the deal, saying they are ""ready"" for a ceasefire in Gaza.
 
Tap the link in @BBCNews’s bio to read more about how the ceasefire will be put in place. 
 
(📸 Getty Images, Reuters)
 
#Lebanon #Israel #BBCNews"
DC4VHsBx-w9,"This painting has become the most valuable artwork of its kind in New Zealand.
 
The oil painting of a Māori elder sold for NZ$3.75m ($2.2m; £1.7m) at auction, making it the highest price ever paid for a painting at auction in New Zealand.
 
It was painted by famed local artist Charles Frederick Goldie in 1938, and shows a portrait of Wharekauri Tahuna, a priest who is believed to be one of the last tattooed men of his generation.
 
The sale, to an undisclosed buyer, makes it the most valuable Māori portrait in New Zealand art history, and comes at a point of increased racial tensions in the country, with the government having recently put forth a bill that Māori said would hurt their rights.
 
Tap the link in @BBCNews’s bio to find out why.
 
(📷 International Art Centre)
 
#NewZealand #BBCNews"
DC4Py2cMFKu,"Thousands of Lebanese civilians are returning to their destroyed homes, hours after a ceasefire between Israel and Hezbollah came into effect.
 
The US-brokered ceasefire to end 13 months of fighting began at 04:00 local time (02:00 GMT) and so far appears to be holding.
 
It puts an at-least temporary end to nearly 14 months of conflict between Israel and the Iran-backed militant group.
 
However, the Israel Defense Forces warned residents of southern Lebanon against “heading towards the villages that the IDF has ordered to be evacuated or towards IDF forces in the area”.
 
Tap the link in @bbcnews’s bio for the latest reaction to the ceasefire.
 
#Lebanon #Israel #BBCNews"
DC4Cw-6xeRy,"A ceasefire between Israel and Hezbollah is in effect in Lebanon after a deal to end 13 months of fighting began at 04:00 local time (02:00 GMT) on Wednesday.
 
Israeli troops began a land invasion of Lebanon in October 2024, in response to almost a year of rocket attacks from Hezbollah - the Iran-backed armed Lebanese group. 
 
In a joint statement, the US and France said the agreement would cease fighting in Lebanon and ""secure Israel from the threat of Hezbollah and other terrorist organisations"".
 
Thousands of Lebanese civilians have started returning to their homes in the south of the country, though Israel has warned it is not yet safe to return to certain areas.
 
The Lebanese army is preparing to deploy 5,000 troops to the south as part of the deal, which was announced by US President Joe Biden.
 
Tap the link in @BBCNews’s bio to read about the terms of the ceasefire.
 
(📷 Getty, EPA, Reuters)
 
#Israel #Lebanon #BBCNews"
DC3n6qnMhil,"People in Tel Aviv and Beirut have shared their feelings about the Israel-Lebanon ceasefire deal.
 
Crowds also gathered to celebrate the newly reached agreement in Sidon, Lebanon.
 
Tap the link in @BBCNews’s bio to find out everything we know about the ceasefire deal. 
 
#Israel #Lebanon #BBCNews"
DC2WYYMMGWV,"The Israeli prime minister said Israel has agreed a ceasefire deal to end the current war between Israel and Hezbollah in Lebanon.
 
In a TV address, Benjamin Netanyahu said his government was ready for a ceasefire but would ""respond forcefully to any violation"" of a deal.
 
The Iran-backed armed group and Israel have traded cross-border fire since October 2023. But fighting escalated in late September when Israel intensified bombardments and launched a limited ground invasion.
 
The conflict has been Lebanon's deadliest in decades, killing more than 3,823 people, according to local officials.
 
Netanyahu also said ending the fighting against Hezbollah in Lebanon would allow the Israel Defense Forces to increase pressure on Hamas in Gaza and focus on ""the Iranian threat"".
 
The conflict will come to a close from 02:00 GMT (04:00 local time) early Wednesday.

Tap the link in @BBCNews’s bio to read more details on the proposed ceasefire.
 
(📷 GPO)
 
#Israel #Lebanon #BBCNews"
DC2P57MMCEg,"At 13 years old, Vaibhav Suryavanshi has become the youngest player to get a deal in the Indian Premier League (IPL).
 
The IPL is the world's richest cricket tournament, and Suryavanshi - from the eastern state of Bihar - was bought by Rajasthan Royals for 11m rupees ($130,500; £103,789) in the recently-concluded auctions in Saudi Arabia.
 
The left-handed batter has represented his state in national championships, such as Ranji and Mushtaq Ali trophies, and India in the Under-19 internationals.
 
Following the deal, his father Sanjiv Suryavanshi told PTI news agency that ""he is not just my son now but is Bihar's son"".
 
Tap the link in @BBCNews’s bio to find out why Suryavanshi might have to wait a couple of years to play an international match organised by the International Cricket Council.
 
(📸 IPL, Getty) 
 
#India #IPL #BBCNews"
DC2L8OnNyUh,"Eight members of staff at a backpacker hostel have been detained by police after six people died from suspected methanol poisoning.
 
It's unclear how many others were taken ill in Laos, and police continue to investigate.
 
Tap the link in @BBCNews's bio to read the advice countries are giving travellers after the incident.
 
#Laos #BBCNews"
DC16A5AsabV,"A father of a missing Hawaii woman was found dead on Sunday in California after he travelled there to search for her.
 
Ryan Kobayashi had recently journeyed to Los Angeles to help search for his daughter, Hannah Kobayashi, 30.
 
She went missing earlier this month after a stopover in Los Angeles.
 
Tap the link in @BBCNews’s bio to read out more about Hannah’s disappearance.
 
#BBCNews"
DC1zBE4qKP1,"“Magical and amazing.”
 
That’s how a couple described the last few months, after becoming parents to identical triplets after struggling to conceive ""for years"".
 
Shannon and Ace Page, both 28 and from Somerset, UK, turned to in vitro fertilization (IVF) treatment last year.
 
“At our seven-week scan we were told it was twins and at our nine-week scan they told us there was another one,"" Shannon said.
 
For some couples, IVF treatment is their only chance of being able to have children - but the process can be long, difficult, and emotionally draining.
 
The three boys, Cruz, Enzo and Aljo, were delivered healthy in a Bristol hospital at 29 weeks and six days.
 
Tap the link in @BBCNews’s bio to find out why it wasn't an easy journey for the couple.
 
(📷 Ace and Shannon Page)
 
#BBCNews"
DC1l-r1siej,"People intrigued by the Erik and Lyle Menendez case entered into a lottery for the chance to sit in on the first hearing attended by the brothers in years.
 
The Menendez brothers – who shot and killed their wealthy parents in their Beverly Hills mansion in 1989 – could win freedom after more than 30 years in prison.
 
Tap the link in @BBCNews’s bio to read about the hearing’s outcome.
 
#MenendezBrothers #ErikMenendez #LyleMenendez #BBCNews"
DC1Zl_usQYp,"The world’s oldest living man has died at the age of 112.

John Alfred Tinniswood died on Monday at the care home where he lived in Southport, UK, his family confirmed.

The lifelong Liverpool football fan became the world’s oldest living man in April this year, when Juan Vicente Pérez Mora died at the age of 114.

His family said Mr Tinniswood’s final day was “surrounded by music and love”.

Mr Tinniswood, who was born the same year the Titanic sank, on 26 August 1912, became the UK’s oldest man in 2020.

He met his wife, Blodwen, at a dance in Liverpool and they married in 1942.

Mr Tinniswood, a widower, leaves behind a daughter, Susan, grandchildren Annouchka, Marisa, Toby and Rupert, and great-grandchildren Tabitha, Callum and Nieve.

Tap the link in @BBCNews’s bio to read what Mr Tinniswood previously told the BBC about his longevity.

(📸 Reuters, family photo)

#bbcnews"
DC1Sgwbqduc,"China has warned that no-one would win a trade war, after Donald Trump announced new plans to tax imported goods from the US' largest trading partners.
 
The president-elect said he'd impose a 25% tariff on all goods coming from Mexico and Canada and an additional 10% tariff will be levied on China as soon as he took office in January.
 
A tariff is a domestic tax levied on goods as they enter a country, proportional to the value of the import.
 
The measures would hit the three countries targeted by the tariffs hard and have the potential to cause disruption to the global supply chain.
 
Trump said he wanted to clamp down on drugs trafficking, particularly the synthetic opioid fentanyl, and illegal migration into the US.
 
Tap the link in @BBCNews’s bio to read more about Trump’s strategy on trade.
 
#China #US #Mexico #Canada #BBCNews"
